	Content	Vaccine content	Vaccine safety	date	text_clean	Filter	text_wo_filter_word	text_wo_stopwords_or_filter
245	"Giuseppe Remuzzi: ""Weissman e Karikó hanno salvato milioni di vite. Solo l'acqua potabile è stata più efficace"" (??) https://t.co/X5Z2LyNASk ""Averlo in soli 11 mesi per Covid-19 è stato fantastico. E pensare che tutto questo è stato completato prima della  pandemia (ah però!)??"	1.0	0.0	2023-10-02 16:10	giuseppe remuzzi weissman e karikó hanno salvato milioni di vite solo lacqua potabile è stata più efficace   averlo in soli  mesi per covid  è stato fantastico e pensare che tutto questo è stato completato prima della  pandemia ah però	covid-19	giuseppe remuzzi weissman e karikó hanno salvato milioni di vite solo lacqua potabile è stata più efficace   averlo in soli  mesi per covid  è stato fantastico e pensare che tutto questo è stato completato prima della  pandemia ah però	giuseppe remuzzi weissman karikó salvato milioni vite solo lacqua potabile stata efficace averlo soli mesi covid stato fantastico pensare stato completato prima pandemia ah però
258	I dati degli studi clinici sul vaccino #Covid_19 aggiornato di Moderna hanno mostrato un aumento da 8,7 a 11 volte degli anticorpi neutralizzanti contro le varianti circolanti, comprese le varianti BA.2.86, EG.5 e FL.1.5.1	1.0	0.0	2023-09-06 11:27	i dati degli studi clinici sul vaccino covid  aggiornato di moderna hanno mostrato un aumento da 8 a  volte degli anticorpi neutralizzanti contro le varianti circolanti comprese le varianti ba8 eg e fl	covid-19	i dati degli studi clinici sul vaccino covid  aggiornato di moderna hanno mostrato un aumento da 8 a  volte degli anticorpi neutralizzanti contro le varianti circolanti comprese le varianti ba8 eg e fl	dati studi clinici vaccino covid aggiornato moderna mostrato aumento 8 volte anticorpi neutralizzanti varianti circolanti comprese varianti ba8 eg fl
263	Il 50% delle persone vaccinate mRNA Covid-19 non smettono di produrre la proteina Spike https://t.co/MORQNAVFnV	1.0	0.0	2023-09-18 4:53	il  delle persone vaccinate mrna covid  non smettono di produrre la proteina spike 	covid-19	il  delle persone vaccinate mrna covid  non smettono di produrre la proteina spike 	persone vaccinate mrna covid smettono produrre proteina spike
264	"IL DIGIUNO É TERAPEUTICO CONTRO IL VACCINO Un oncologo svela perché il digiuno per più di 48 ore è una potente terapia per le lesioni da ""vaccino"" COVID."	1.0	1.0	2023-09-25 19:30	il digiuno é terapeutico contro il vaccino un oncologo svela perché il digiuno per più di 8 ore è una potente terapia per le lesioni da vaccino covid 	covid-19	il digiuno é terapeutico contro il vaccino un oncologo svela perché il digiuno per più di 8 ore è una potente terapia per le lesioni da vaccino covid 	digiuno é terapeutico vaccino oncologo svela digiuno 8 ore potente terapia lesioni vaccino covid
269	Il Nobel per la medicina assegnato a due ricercatori i cui studi hanno permesso lo sviluppo di vaccini mRNA efficaci contro il COVID-19 https://t.co/cw2k6Tlclo	1.0	0.0	2023-10-04 17:22	il nobel per la medicina assegnato a due ricercatori i cui studi hanno permesso lo sviluppo di vaccini mrna efficaci contro il covid  	covid-19	il nobel per la medicina assegnato a due ricercatori i cui studi hanno permesso lo sviluppo di vaccini mrna efficaci contro il covid  	nobel medicina assegnato due ricercatori studi permesso sviluppo vaccini mrna efficaci covid
282	La California vota per vietare l'obbligo universale di mascherine e vaccini contro il COVID-19 https://t.co/8YOTcyOoYv	1.0	0.0	2023-09-08 5:50	la california vota per vietare lobbligo universale di mascherine e vaccini contro il covid  	covid-19	la california vota per vietare lobbligo universale di mascherine e vaccini contro il covid  	california vota vietare lobbligo universale mascherine vaccini covid
291	LATTE CONTAMINATOIl finto #vaccino #COVID19 #mRNA passa attraverso il latte materno, e es. giusto nella fascia 0-9 negli ???? si assiste ad aumento delle morti proprio dal 2021Vi ricordate quando dicevano che rimaneva nel sito di iniezione? E che passavano solo gli anticorpi? https://t.co/XtyO1VGA3G	1.0	1.0	2023-09-20 8:09	latte contaminatoil finto vaccino covid  mrna passa attraverso il latte materno e es giusto nella fascia  negli  si assiste ad aumento delle moi proprio dal vi ricordate quando dicevano che rimaneva nel sito di iniezione e che passavano solo gli anticorpi 	covid-19	latte contaminatoil finto vaccino covid  mrna passa attraverso il latte materno e es giusto nella fascia  negli  si assiste ad aumento delle moi proprio dal vi ricordate quando dicevano che rimaneva nel sito di iniezione e che passavano solo gli anticorpi 	latte contaminatoil finto vaccino covid mrna passa attraverso latte materno es giusto fascia assiste aumento moi proprio ricordate quando dicevano rimaneva sito iniezione passavano solo anticorpi
297	L'mRNA del vaccino COVID-19 non è limitato al sito di iniezione, ma si diffonde sistemicamente.https://t.co/2ndW0Fc2SM	1.0	0.0	2023-09-21 12:58	lmrna del vaccino covid  non è limitato al sito di iniezione ma si diffonde sistemicamente	covid-19	lmrna del vaccino covid  non è limitato al sito di iniezione ma si diffonde sistemicamente	lmrna vaccino covid limitato sito iniezione diffonde sistemicamente
303	Ma eravamo complottisti!La #FDA conferma che #ossidodigrafene è presente nell'#mRNA dei #vaccini anti-COVID-19 dopo essere stata costretta a pubblicare documenti riservati di #Pfizer per ordine del #tribunalefederale degli #StatiUnitiDA THE EXPOSÉ DEL 14 LUGLIO 2023 	1.0	0.0	2023-10-16 6:24	ma eravamo complottistila fda conferma che ossidodigrafene è presente nellmrna dei vaccini anticovid  dopo essere stata costretta a pubblicare documenti riservati di pfizer per ordine del tribunalefederale degli statiunitida the exposé del  luglio  	covid-19	ma eravamo complottistila fda conferma che ossidodigrafene è presente nellmrna dei vaccini anticovid  dopo essere stata costretta a pubblicare documenti riservati di pfizer per ordine del tribunalefederale degli statiunitida the exposé del  luglio  	complottistila fda conferma ossidodigrafene presente nellmrna vaccini anticovid dopo essere stata costretta pubblicare documenti riservati pfizer ordine tribunalefederale statiunitida the exposé luglio
306	NatureVACCINI COVID COLLEGATI A SANGUINAMENTO VAGINALE INASPETTATOUn ampio studio di coorte ha misurato la frequenza con cui le donne hanno riferito di sanguinamento dopo aver ricevuto vaccinazioni per il COVID-19.https://t.co/njKwwFlHor-	1.0	1.0	2023-09-29 9:55	naturevaccini covid collegati a sanguinamento vaginale inaspettatoun ampio studio di cooe ha misurato la frequenza con cui le donne hanno riferito di sanguinamento dopo aver ricevuto vaccinazioni per il covid 	covid-19	naturevaccini covid collegati a sanguinamento vaginale inaspettatoun ampio studio di cooe ha misurato la frequenza con cui le donne hanno riferito di sanguinamento dopo aver ricevuto vaccinazioni per il covid 	naturevaccini covid collegati sanguinamento vaginale inaspettatoun ampio studio cooe misurato frequenza donne riferito sanguinamento dopo aver ricevuto vaccinazioni covid
308	Nobel agli scienziati che hanno permesso di sviluppare i vaccini Mrna contro il Covid. Adesso attendiamo fiduciosi gli ineluttabili commenti di quelli che #noncelodicono perchè stavolta a quanto pare qualcosa di definitivo è stato detto (e non da mio cugino).	1.0	0.0	2023-10-02 10:32	nobel agli scienziati che hanno permesso di sviluppare i vaccini mrna contro il covid  adesso attendiamo fiduciosi gli ineluttabili commenti di quelli che noncelodicono perchè stavolta a quanto pare qualcosa di definitivo è stato detto e non da mio cugino	covid-19	nobel agli scienziati che hanno permesso di sviluppare i vaccini mrna contro il covid  adesso attendiamo fiduciosi gli ineluttabili commenti di quelli che noncelodicono perchè stavolta a quanto pare qualcosa di definitivo è stato detto e non da mio cugino	nobel scienziati permesso sviluppare vaccini mrna covid adesso attendiamo fiduciosi ineluttabili commenti noncelodicono perchè stavolta pare qualcosa definitivo stato detto cugino
309	Non vaccinatevi...e denunciate la Ronzulli che vi spinge verso il pericolo di morte...	1.0	1.0	2023-09-24 21:17	non vaccinatevie denunciate la ronzulli che vi spinge verso il pericolo di moe	covid-19	non vaccinatevie denunciate la ronzulli che vi spinge verso il pericolo di moe	vaccinatevie denunciate ronzulli spinge verso pericolo moe
313	Occhio!¡Ojo!Attenzione! (...):Stanno premiando col massimo riconoscimento della nostra specie, a coloro che, più di altri, hanno contribuito alla fabbricazione di sedicenti vaccini contro la CoViD-19.Ma non crediate che siano questi scienziati, i colpevoli dell'eccidio.	1.0	1.0	2023-10-02 18:57	occhioojoattenzione stanno premiando col massimo riconoscimento della nostra specie a coloro che più di altri hanno contribuito alla fabbricazione di sedicenti vaccini contro la covid ma non crediate che siano questi scienziati i colpevoli delleccidio	covid-19	occhioojoattenzione stanno premiando col massimo riconoscimento della nostra specie a coloro che più di altri hanno contribuito alla fabbricazione di sedicenti vaccini contro la covid ma non crediate che siano questi scienziati i colpevoli delleccidio	occhioojoattenzione premiando massimo riconoscimento specie coloro altri contribuito fabbricazione sedicenti vaccini covid crediate scienziati colpevoli delleccidio
317	Partono domani le somministrazioni a livello regionale, anche contro il covid-19. Guardia alta soprattutto per i più piccoli, anche in età... https://t.co/u7F1xAtuWH	1.0	0.0	2023-10-11 13:18	paono domani le somministrazioni a livello regionale anche contro il covid  guardia alta soprattutto per i più piccoli anche in età 	covid-19	paono domani le somministrazioni a livello regionale anche contro il covid  guardia alta soprattutto per i più piccoli anche in età 	paono domani somministrazioni livello regionale covid guardia alta soprattutto piccoli età
320	Premio Nobel per la Medicina 2023 a Katalin Karikó e Drew Weissman per i vaccini a mRna contro il Covid-19 - FIRSTonline https://t.co/sAaqKgM3eM	1.0	0.0	2023-10-02 10:41	premio nobel per la medicina  a katalin karikó e drew weissman per i vaccini a mrna contro il covid   firstonline 	covid-19	premio nobel per la medicina  a katalin karikó e drew weissman per i vaccini a mrna contro il covid   firstonline 	premio nobel medicina katalin karikó drew weissman vaccini mrna covid firstonline
329	Questo cambia tutto! EMA e Commissione Europea finalmente ammettono i morti per vaccini Covid-19 Comirnaty di Pfizer/BioNTech e Spikevax di Moderna.Chiediamo che si dimettano subito i giudici della Corte Costituzionale! - Renate Holzeisen ?@byoblu?  https://t.co/42jpAnDCcZ	1.0	1.0	2023-09-22 20:15	questo cambia tutto ema e commissione europea finalmente ammettono i moi per vaccini covid  comirnaty di pfizerbiontech e spikevax di modernachiediamo che si dimettano subito i giudici della coe costituzionale  renate holzeisen   	covid-19	questo cambia tutto ema e commissione europea finalmente ammettono i moi per vaccini covid  comirnaty di pfizerbiontech e spikevax di modernachiediamo che si dimettano subito i giudici della coe costituzionale  renate holzeisen   	cambia ema commissione europea finalmente ammettono moi vaccini covid comirnaty pfizerbiontech spikevax modernachiediamo dimettano subito giudici coe costituzionale renate holzeisen
332	Rapporto Completo Medico Scientifico il Quale Dimostra Attraverso l'Autopsia che la Miocardite Indotta da Vaccino Covid-19 è Fatale https://t.co/xyYHsPkWAT	1.0	1.0	2023-09-06 15:05	rappoo completo medico scientifico il quale dimostra attraverso lautopsia che la miocardite indotta da vaccino covid  è fatale 	covid-19	rappoo completo medico scientifico il quale dimostra attraverso lautopsia che la miocardite indotta da vaccino covid  è fatale 	rappoo completo medico scientifico dimostra attraverso lautopsia miocardite indotta vaccino covid fatale
334	"Renate HolzeisenQUESTO CAMBIA TUTTO!EMA e Commissione Europea finalmente ammettono i morti per i ""vaccini"" Covid-19 Comirnaty di Pfizer/BioNTech e Spikevax di Moderna. Chiediamo che si dimettano subito i giudici della Corte Costituzionale!https://t.co/sr68cyPOkN"	1.0	1.0	2023-09-22 19:54	renate holzeisenquesto cambia tuttoema e commissione europea finalmente ammettono i moi per i vaccini covid  comirnaty di pfizerbiontech e spikevax di moderna chiediamo che si dimettano subito i giudici della coe costituzionale	covid-19	renate holzeisenquesto cambia tuttoema e commissione europea finalmente ammettono i moi per i vaccini covid  comirnaty di pfizerbiontech e spikevax di moderna chiediamo che si dimettano subito i giudici della coe costituzionale	renate holzeisenquesto cambia tuttoema commissione europea finalmente ammettono moi vaccini covid comirnaty pfizerbiontech spikevax moderna chiediamo dimettano subito giudici coe costituzionale
335	RICERCA E CURE PER LE REAZIONI AVVERSE AL VACCINO ANTI COVID-19 - Firma la petizione! https://t.co/vqpEoew3AY via @ChangeItalia	1.0	1.0	2023-10-15 8:32	ricerca e cure per le reazioni avverse al vaccino anti covid   firma la petizione  via 	covid-19	ricerca e cure per le reazioni avverse al vaccino anti covid   firma la petizione  via 	ricerca cure reazioni avverse vaccino anti covid firma petizione via
1222	"EN-ITABiontech: ""Nessuno STUDIO di SICUREZZA su interazione Comirnaty mRNA con vaccino Influenza""CDC Recommends Everyone Getting Flu and COVID-19 Shots Together Despite No Safety Data #COVID19 #mRNA #BionTech #CDC @JCPEREZCODEX #vaccineSideEffects https://t.co/4cBSZR5oCH"	1.0	1.0	2023-10-04 8:21	enitabiontech nessuno studio di sicurezza su interazione comirnaty mrna con vaccino influenzacdc recommends everyone getting flu and covid  shots together despite no safety data covid  mrna biontech cdc  vaccine ideeffects 	covid-19	enitabiontech nessuno studio di sicurezza su interazione comirnaty mrna con vaccino influenzacdc recommends everyone getting flu and covid  shots together despite no safety data covid  mrna biontech cdc  vaccine ideeffects 	enitabiontech nessuno studio sicurezza interazione comirnaty mrna vaccino influenzacdc recommends everyone getting flu and covid shots together despite no safety data covid mrna biontech cdc vaccine ideeffects
1394	Sacrificati sull'Altare della Propaganda: Muore di Infarto un altro Bambino Simbolo delle Vaccinazioni pediatriche https://t.co/tJZiKhvwn5 via @News Academy Italia	1.0	1.0	2023-10-13 19:45	sacrificati sullaltare della propaganda muore di infao un altro bambino simbolo delle vaccinazioni pediatriche  via  academy italia	covid-19	sacrificati sullaltare della propaganda muore di infao un altro bambino simbolo delle vaccinazioni pediatriche  via  academy italia	sacrificati sullaltare propaganda muore infao altro bambino simbolo vaccinazioni pediatriche via academy italia
1396	Sanità: comincia dalla Asl-4 la campagna vaccinale anti covid 19 https://t.co/AF0PbXJhgH	1.0	0.0	2023-09-28 16:01	sanità comincia dalla asl la campagna vaccinale anti covid  	covid-19	sanità comincia dalla asl la campagna vaccinale anti covid  	sanità comincia asl campagna vaccinale anti covid
