	Content	Vaccine content	Vaccine safety	date	text_clean	Filter	text_wo_filter_word
1421	"CI RISIAMO""La nuova variante e' pericolosa per gli anziani, la prima settimana di ottobre, quando arriveranno i nuovi vaccini, avvieremo la vaccinazione di massa per i degenti nelle Rsa, poi passeremo alla scuola. https://t.co/7780POGiRRhttps://t.co/5zntPKmB87 https://t.co/74oP2b1lGk"	1.0	0.0	2023-09-13 7:11	ci risiamola nuova variante e pericolosa per gli anziani la prima settimana di ottobre quando arriveranno i nuovi vaccini avvieremo la vaccinazione di massa per i degenti nelle rsa poi passeremo alla scuola  	vaccinazione	ci risiamola nuova variante e pericolosa per gli anziani la prima settimana di ottobre quando arriveranno i nuovi vaccini avvieremo la  di massa per i degenti nelle rsa poi passeremo alla scuola  
1435	L'infettivologo critica la raccomandazione degli Usa che prevedono la vaccinazione per i bimbi dai 6 mesi in su #Adnkronos https://t.co/Rjykqpb4ZB	1.0	0.0	2023-09-13 11:37	linfettivologo critica la raccomandazione degli usa che prevedono la vaccinazione per i bimbi dai  mesi in su adnkronos 	vaccinazione	linfettivologo critica la raccomandazione degli usa che prevedono la  per i bimbi dai  mesi in su adnkronos 
1445	"De Luca : ""Vaccinazione di massa ad Ottobre!"" https://t.co/WMfZLmCWDP via @YouTube"	1.0	0.0	2023-09-13 13:07	de luca  vaccinazione di massa ad ottobre  via 	vaccinazione	de luca   di massa ad ottobre  via 
1460	#Covid #Vaccini. Dal 2 ottobre prime dosi del nuovo booster XBB.1.5 nei Paesi Bassi.Vaccinazione aperta a tutti.Fino a dicembre 2023.Dopo quella data resterà disponibile per donne incinte e persone ad alto rischio medico indirizzate dal medicohttps://t.co/R9TzBxhCjB	1.0	0.0	2023-09-13 15:47	covid vaccini dal  ottobre prime dosi del nuovo booster xbb nei paesi bassivaccinazione apea a tuttifino a dicembre dopo quella data resterà disponibile per donne incinte e persone ad alto rischio medico indirizzate dal medico	vaccinazione	covid vaccini dal  ottobre prime dosi del nuovo booster xbb nei paesi bassi apea a tuttifino a dicembre dopo quella data resterà disponibile per donne incinte e persone ad alto rischio medico indirizzate dal medico
1465	"De Luca : ""Vaccinazione di massa ad Ottobre!"" https://t.co/hVO1kZz6lA via @YouTube"	1.0	0.0	2023-09-13 16:32	de luca  vaccinazione di massa ad ottobre  via 	vaccinazione	de luca   di massa ad ottobre  via 
1467	"Covid, Bassetti stronca il nuovo vaccino di massa: ""I miei figli e mia moglie non si vaccineranno"".Inoltre, ammette esplicitamente il flop italiano di una vaccinazione di massa  https://t.co/Wb0FSWur4A"	1.0	0.0	2023-09-13 17:41	covid  bassetti stronca il nuovo vaccino di massa i miei figli e mia moglie non si vaccine annoinoltre ammette esplicitamente il flop italiano di una vaccinazione di massa  	vaccinazione	covid  bassetti stronca il nuovo vaccino di massa i miei figli e mia moglie non si vaccine annoinoltre ammette esplicitamente il flop italiano di una  di massa  
1479	Non sono assolutamente d'accordo con i Cdc che negli Stati Uniti raccomandano il vaccino #Covid aggiornato a tutti-dai 6 mesi ai 100 anni. Non  dobbiamo ricommettere il medesimo errore già commesso dal Ministero della salute nel 2022, allargando la vaccinazione a tutti senza	1.0	0.0	2023-09-13 20:42	non sono assolutamente daccordo con i cdc che negli stati uniti raccomandano il vaccino covid aggiornato a tuttidai  mesi ai  anni non  dobbiamo ricommettere il medesimo errore già commesso dal ministero della salute nel  allargando la vaccinazione a tutti senza	vaccinazione	non sono assolutamente daccordo con i cdc che negli stati uniti raccomandano il vaccino covid aggiornato a tuttidai  mesi ai  anni non  dobbiamo ricommettere il medesimo errore già commesso dal ministero della salute nel  allargando la  a tutti senza
1493	Caro Presidente, neanche una parola sulla vaccinazione?Covid, Magi:  https://t.co/BO5ahczwI5	1.0	0.0	2023-09-14 5:50	caro presidente neanche una parola sulla vaccinazionecovid  magi  	vaccinazione	caro presidente neanche una parola sulla covid  magi  
1512	Secondo me gli va imposta la vaccinazione https://t.co/dMNq3fEBGj	1.0	0.0	2023-09-14 9:17	secondo me gli va imposta la vaccinazione 	vaccinazione	secondo me gli va imposta la  
1532	È possibile che il #ministerodellasalute continui a propagandare questo veleno di Stato? #ssn #vaccini #vaccinazione #Tg1 https://t.co/dC96CYXGtZ	1.0	0.0	2023-09-14 11:47	è possibile che il ministerodellasalute continui a propagandare questo veleno di stato ssn vaccini vaccinazione tg 	vaccinazione	è possibile che il ministerodellasalute continui a propagandare questo veleno di stato ssn vaccini  tg 
1540	"Perché non varare un d.l. per la VACCINAZIONE OBBLIGATORIA COVID dei migranti in arrivo? L'OMS  ricorda che il terribile morbo miete ancora milioni di vite ed ""è qui per restare"".Vorremo mica mettere a rischio la salute dei nostri nuovi ospiti?Magari gli sbarchi caleranno ...??"	1.0	0.0	2023-09-14 12:38	perché non varare un dl per la vaccinazione obbligatoria covid dei migranti in arrivo loms  ricorda che il terribile morbo miete ancora milioni di vite ed è qui per restarevorremo mica mettere a rischio la salute dei nostri nuovi ospitimagari gli sbarchi caleranno 	vaccinazione	perché non varare un dl per la  obbligatoria covid dei migranti in arrivo loms  ricorda che il terribile morbo miete ancora milioni di vite ed è qui per restarevorremo mica mettere a rischio la salute dei nostri nuovi ospitimagari gli sbarchi caleranno 
1549	Arrivano in Italia i nuovi vaccini anti-Covid: ecco a chi vanno somministrati: «Nell'autunno 2023 una campagna di vaccinazione estesa con alta adesione tra gli over 60 potrebbe ridurre dal 21% al 32% il totale dei ricoveri fino a febbraio 2024» https://t.co/lLuK0CNu7c	1.0	0.0	2023-09-14 13:20	arrivano in italia i nuovi vaccini anticovid ecco a chi vanno somministrati nellautunno  una campagna di vaccinazione estesa con alta adesione tra gli over  potrebbe ridurre dal  al  il totale dei ricoveri fino a febbraio  	vaccinazione	arrivano in italia i nuovi vaccini anticovid ecco a chi vanno somministrati nellautunno  una campagna di  estesa con alta adesione tra gli over  potrebbe ridurre dal  al  il totale dei ricoveri fino a febbraio  
1559	"Buonasera,scusate la mia assenza ma sono a pezzi.Risultato della vaccinazione covid per mia madre "" tumore al pancreas "" .Mi auguro di vedervi bruciare nelle pire del l'inferno"	1.0	1.0	2023-09-14 13:55	buonaserascusate la mia assenza ma sono a pezzirisultato della vaccinazione covid per mia madre  tumore al pancreas  mi auguro di vedervi bruciare nelle pire del linferno	vaccinazione	buonaserascusate la mia assenza ma sono a pezzirisultato della  covid per mia madre  tumore al pancreas  mi auguro di vedervi bruciare nelle pire del linferno
1564	Tra l'arrivo in pieno inverno nei camion monete del frigo chi arriva a -80° e la vaccinazione in piena estate sulla spiaggia di Brindisi con le temperature +40° https://t.co/czwri20tpI	1.0	0.0	2023-09-14 14:59	tra larrivo in pieno inverno nei camion monete del frigo chi arriva a 8 e la vaccinazione in piena estate sulla spiaggia di brindisi con le temperature  	vaccinazione	tra larrivo in pieno inverno nei camion monete del frigo chi arriva a 8 e la  in piena estate sulla spiaggia di brindisi con le temperature  
1572	Il capo dei CDC. Medico e madre di due figli. Ecco cosa dice in una nota ufficiale appena diramata. Sarebbe bello leggere qualcosa di simile da parte dei vertici della nostra sanità #COVID19 #vaccinazione #vaccini https://t.co/m2ZbwNd0u8	1.0	0.0	2023-09-14 15:45	il capo dei cdc medico e madre di due figli ecco cosa dice in una nota ufficiale appena diramata sarebbe bello leggere qualcosa di simile da pae dei veici della nostra sanità covid  vaccinazione vaccini 	vaccinazione	il capo dei cdc medico e madre di due figli ecco cosa dice in una nota ufficiale appena diramata sarebbe bello leggere qualcosa di simile da pae dei veici della nostra sanità covid   vaccini 
1687	L'obiettivo è raggiungere quei gruppi di popolazione che più possono trarre beneficio dal vaccino: persone tra i 65 e i 70 anni e malati cronici e fragili di tutte le età. https://t.co/kSy2n3Hj9h	1.0	0.0	2023-09-15 9:01	lobiettivo è raggiungere quei gruppi di popolazione che più possono trarre beneficio dal vaccino persone tra i  e i  anni e malati cronici e fragili di tutte le età 	vaccinazione	lobiettivo è raggiungere quei gruppi di popolazione che più possono trarre beneficio dal vaccino persone tra i  e i  anni e malati cronici e fragili di tutte le età 
1748	Non ci sono obblighi riguardo i vaccini anti-COVID. Non capisco cosa possano avere in testa coloro che vorrebbero impedire la vaccinazione degli altri, a parte l'essere un troll di Olgino ????. Non li invito neppure al rispetto o alla ragionevolezza, perché sarebbe fatica sprecata.	1.0	0.0	2023-09-15 13:42	non ci sono obblighi riguardo i vaccini anticovid  non capisco cosa possano avere in testa coloro che vorrebbero impedire la vaccinazione degli altri a pae lessere un troll di olgino  non li invito neppure al rispetto o alla ragionevolezza perché sarebbe fatica sprecata	vaccinazione	non ci sono obblighi riguardo i vaccini anticovid  non capisco cosa possano avere in testa coloro che vorrebbero impedire la  degli altri a pae lessere un troll di olgino  non li invito neppure al rispetto o alla ragionevolezza perché sarebbe fatica sprecata
1783	"Bassetti : ""Allargare la vaccinazione a tutti nel 2022 è stato un errore!"" https://t.co/SL32kV2dcp via @YouTube"	1.0	0.0	2023-09-15 16:57	bassetti  allargare la vaccinazione a tutti nel  è stato un errore  via 	vaccinazione	bassetti  allargare la  a tutti nel  è stato un errore  via 
1793	"Questa donna tiene in mano un giornale che conserva dal 2011Il documento contiene un articolo di Bill Gates intitolato ""Spopolamento attraverso la vaccinazione forzata"". Gates ritiene che questa sarebbe la ""soluzione più rispettosa dell'ambiente""1/2 https://t.co/u6lcC0k58B"	1.0	1.0	2023-09-15 17:59	questa donna tiene in mano un giornale che conserva dal il documento contiene un aicolo di bill gates intitolato spopolamento attraverso la vaccinazione forzata gates ritiene che questa sarebbe la soluzione più rispettosa dellambiente 	vaccinazione	questa donna tiene in mano un giornale che conserva dal il documento contiene un aicolo di bill gates intitolato spopolamento attraverso la  forzata gates ritiene che questa sarebbe la soluzione più rispettosa dellambiente 
1829	"NELL'INTERESSE DEI PAZIENTI, CHE DALL'INIZIO DELLA PANDEMIA SI SENTONO SEMPRE PIÙ ABBANDONATI, O DEI SANITARI, CHE PRETENONO DEFINITIVO LO SCUDO PENALE INTRODOTTO CON L'EMERGENZA PANDEMICA E LA VACCINAZIONE?Sos sistema sanitario: ""Va messo in sicurezza""https://t.co/UM4ZwJpoUv"	1.0	0.0	2023-09-16 5:14	nellinteresse dei pazienti che dallinizio della pandemia si sentono sempre più abbandonati o dei sanitari che pretenono definitivo lo scudo penale introdotto con lemergenza pandemica e la vaccinazionesos sistema sanitario va messo in sicurezza	vaccinazione	nellinteresse dei pazienti che dallinizio della pandemia si sentono sempre più abbandonati o dei sanitari che pretenono definitivo lo scudo penale introdotto con lemergenza pandemica e la sos sistema sanitario va messo in sicurezza
1854	"Alcuni scienziati si stanno svegliando e da settimane e mesi ormai riportano che la vaccinazione può portare a fenomeni di ""Long Covid"". Lo dice un complottista? No è stato anche riportato su Science. Chissà perché mostrate solo le ricerche che volete voi.https://t.co/KyZxWK5yMR"	1.0	1.0	2023-09-16 12:41	alcuni scienziati si stanno svegliando e da settimane e mesi ormai ripoano che la vaccinazione può poare a fenomeni di long covid  lo dice un complottista no è stato anche ripoato su science chissà perché mostrate solo le ricerche che volete voi	vaccinazione	alcuni scienziati si stanno svegliando e da settimane e mesi ormai ripoano che la  può poare a fenomeni di long covid  lo dice un complottista no è stato anche ripoato su science chissà perché mostrate solo le ricerche che volete voi
1860	La testimonianza di una strage familiare 5 funerali in 7 mesi: tutti in salute prima della 'vaccinazione', tutti hanno sviluppato sintomi poche ore dopo, ma tutti vittime di NoCor19 per gli eroi in camice.1 parte del video ?? https://t.co/CMY0jRCGKO	1.0	1.0	2023-09-16 13:19	la testimonianza di una strage familiare  funerali in  mesi tutti in salute prima della vaccinazione tutti hanno sviluppato sintomi poche ore dopo ma tutti vittime di nocor per gli eroi in camice pae del video  	vaccinazione	la testimonianza di una strage familiare  funerali in  mesi tutti in salute prima della  tutti hanno sviluppato sintomi poche ore dopo ma tutti vittime di nocor per gli eroi in camice pae del video  
1887	Fate cancellare anche l'articolo su Science sul #LongCovid e vaccinazione ??	1.0	1.0	2023-09-16 15:18	fate cancellare anche laicolo su science sul longcovid e vaccinazione 	vaccinazione	fate cancellare anche laicolo su science sul longcovid e  
1889	L'associazione Danni Collaterali è tornata a protestare contro l'immobilismo del Governo e sull'assenza di diagnosi e cure per chi ha subito un danno dopo la vaccinazione con i farmaci anti Covid. La manifestazione si è svolta a Roma e ha raggiunto la sede dell'AIFA in via del	1.0	1.0	2023-09-16 15:25	lassociazione danni collaterali è tornata a protestare contro limmobilismo del governo e sullassenza di diagnosi e cure per chi ha subito un danno dopo la vaccinazione con i farmaci anti covid  la manifestazione si è svolta a roma e ha raggiunto la sede dellaifa in via del	vaccinazione	lassociazione danni collaterali è tornata a protestare contro limmobilismo del governo e sullassenza di diagnosi e cure per chi ha subito un danno dopo la  con i farmaci anti covid  la manifestazione si è svolta a roma e ha raggiunto la sede dellaifa in via del
